hhid,caso,p10d01,p10d03,p10d04,p10d06,p10e05a
5015.0,1.0,no,,,,
5015.0,2.0,,,,,
5015.0,3.0,no,,,,
5015.0,4.0,,,,,
5015.0,5.0,,,,,
5016.0,1.0,no,,,,
5016.0,2.0,,,,,
5016.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,
5016.0,4.0,no,,,,
5016.0,5.0,no,,,,
5017.0,1.0,no,,,,
5017.0,2.0,,,,,
5018.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros, comercio,trabajador por su cuenta o en su finca,
5018.0,2.0,,,,,
5018.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5018.0,4.0,no,,,,
5018.0,5.0,,,,,
5018.0,6.0,,,,,
5018.0,7.0,,,,,
5018.0,8.0,,,,,
5018.0,11.0,,,,,
5019.0,1.0,si, trabajadores no calificados," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,
5019.0,2.0,no,,,,
5019.0,3.0,,,,,
5019.0,4.0,,,,,
5020.0,1.0,no,,,,
5020.0,2.0,,,,,
5020.0,3.0,,,,,
5021.0,1.0,no,,,,
5021.0,2.0,no,,,,
5021.0,3.0,,,,,si
5022.0,1.0,no,,,,
5022.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5022.0,3.0,no,,,,
5023.0,1.0,no,,,,
5023.0,2.0,,,,,
5023.0,3.0,,,,,si
5023.0,4.0,,,,,
5024.0,1.0,no,,,,
5024.0,2.0,,,,,
5025.0,1.0,no,,,,
5025.0,2.0,,,,,
5026.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5026.0,2.0,,,,,
5026.0,3.0,,,,,
5026.0,4.0,no,,,,
5026.0,5.0,,,,,
5026.0,6.0,,,,,
5026.0,7.0,,,,,
5027.0,1.0,no,,,,
5027.0,2.0,,,,,
5027.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5027.0,4.0,,,,,
5027.0,5.0,,,,,
5028.0,1.0,no,,,,
5028.0,2.0,,,,,
5029.0,1.0,,,,,
5029.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5029.0,3.0,no,,,,
5029.0,4.0,,,,,
5030.0,1.0,no,,,,
5030.0,2.0,no,,,,
5030.0,3.0,no,,,,
5030.0,4.0,,,,,
5030.0,5.0,,,,,
5030.0,6.0,,,,,
5030.0,7.0,no,,,,
5030.0,8.0,,,,,
5030.0,9.0,,,,,
5031.0,1.0,no,,,,
5031.0,2.0,,,,,
5032.0,1.0,no,,,,
5033.0,1.0,no,,,,
5033.0,2.0,,,,,
5033.0,3.0,,,,,
5033.0,4.0,,,,,
5034.0,1.0,no,,,,
5034.0,2.0,,,,,
5034.0,3.0,no,,,,
5034.0,4.0,no,,,,
5034.0,5.0,no,,,,
5034.0,6.0,,,,,
5035.0,1.0,no,,,,
5035.0,2.0,,,,,
5035.0,3.0,,,,,si
5035.0,4.0,,,,,
5036.0,1.0,no,,,,
5036.0,2.0,,,,,
5036.0,3.0,,,,,
5036.0,4.0,no,,,,
5036.0,5.0,,,,,
5036.0,6.0,,,,,
5036.0,7.0,,,,,
5037.0,1.0,no,,,,
5037.0,2.0,,,,,
5037.0,3.0,,,,,
5037.0,4.0,no,,,,
5037.0,5.0,no,,,,
5037.0,6.0,no,,,,
5037.0,7.0,,,,,
5038.0,1.0,no,,,,
5038.0,2.0,,,,,
5038.0,3.0,no,,,,
5039.0,1.0,no,,,,
5039.0,2.0,,,,,
5039.0,3.0,,,,,
5039.0,4.0,no,,,,
5039.0,5.0,no,,,,
5039.0,6.0,,,,,
5040.0,1.0,no,,,,
5040.0,2.0,no,,,,
5040.0,3.0,no,,,,
5040.0,4.0,,,,,
5040.0,5.0,,,,,
5040.0,6.0,,,,,
5041.0,1.0,no,,,,
5041.0,2.0,,,,,
5042.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5042.0,2.0,,,,,
5042.0,3.0,,,,,
5042.0,4.0,,,,,
5042.0,5.0,,,,,
5042.0,6.0,,,,,
5043.0,1.0,no,,,,
5043.0,2.0,,,,,
5043.0,3.0,,,,,
5043.0,4.0,,,,,
5043.0,5.0,,,,,
5043.0,6.0,,,,,
5044.0,1.0,no,,,,
5044.0,2.0,,,,,
5044.0,3.0,,,,,
5044.0,4.0,,,,,
5044.0,5.0,,,,,
5045.0,1.0,no,,,,
5045.0,2.0,,,,,
5045.0,3.0,no,,,,
5045.0,4.0,no,,,,
5045.0,5.0,,,,,
5046.0,1.0,no,,,,
5046.0,2.0,no,,,,
5046.0,3.0,,,,,
5046.0,4.0,,,,,
5047.0,1.0,si, tecnicos y profesionales de nivel medio, comercio,como empleado u obrero de una empresa privada,
5047.0,2.0,,,,,
5047.0,3.0,,,,,
5047.0,4.0,,,,,
5047.0,5.0,,,,,
5047.0,6.0,,,,,
5048.0,1.0,no,,,,
5048.0,2.0,,,,,
5048.0,3.0,,,,,
5048.0,4.0,,,,,
5049.0,1.0,no,,,,
5049.0,2.0,,,,,
5049.0,3.0,no,,,,
5050.0,1.0,no,,,,
5050.0,2.0,no,,,,
5050.0,3.0,no,,,,
5050.0,4.0,,,,,
5050.0,5.0,,,,,
5050.0,6.0,,,,,
5051.0,1.0,no,,,,
5051.0,2.0,,,,,
5051.0,3.0,no,,,,
5051.0,4.0,no,,,,
5051.0,5.0,no,,,,si
5051.0,6.0,,,,,
5051.0,7.0,no,,,,
5051.0,8.0,,,,,
5052.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
5052.0,2.0,no,,,,
5052.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5052.0,4.0,,,,,
5052.0,5.0,,,,,
5052.0,6.0,,,,,
5053.0,1.0,,,,,
5053.0,2.0,no,,,,
5054.0,1.0,,,,,
5055.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
5055.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado (a) domestico (a),
5055.0,3.0,,,,,
5055.0,4.0,,,,,
5056.0,1.0,no,,,,
5056.0,2.0,si, operadores de instalaciones y maquinas y montadores, industria manufacturera,trabajador por su cuenta o en su finca,
5056.0,3.0,,,,,
5056.0,4.0,,,,,
5056.0,6.0,no,,,,
5056.0,8.0,no,,,,
5057.0,1.0,,,,,
5057.0,2.0,no,,,,
5058.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
5058.0,2.0,,,,,
5058.0,3.0,no,,,,
5058.0,4.0,,,,,
5059.0,1.0,no,,,,
5059.0,2.0,,,,,
5059.0,3.0,,,,,
5059.0,4.0,,,,,
5059.0,5.0,,,,,
5060.0,1.0,no,,,,
5060.0,2.0,,,,,
5060.0,3.0,,,,,
5060.0,4.0,no,,,,
5061.0,1.0,no,,,,
5061.0,2.0,,,,,
5061.0,3.0,no,,,,
5061.0,4.0,,,,,
5062.0,1.0,no,,,,
5062.0,2.0,no,,,,
5063.0,1.0,no,,,,
5063.0,2.0,,,,,
5063.0,3.0,,,,,
5064.0,1.0,no,,,,
5064.0,2.0,no,,,,
5064.0,3.0,,,,,
5064.0,4.0,,,,,
5065.0,1.0,no,,,,
5065.0,2.0,,,,,
5065.0,3.0,,,,,
5066.0,1.0,no,,,,
5066.0,2.0,,,,,
5067.0,1.0,no,,,,
5067.0,2.0,,,,,
5068.0,1.0,no,,,,
5068.0,2.0,no,,,,
5068.0,3.0,no,,,,
5068.0,4.0,,,,,
5069.0,1.0,no,,,,
5069.0,2.0,no,,,,
5069.0,3.0,,,,,
5069.0,4.0,,,,,
5069.0,5.0,,,,,
5069.0,6.0,,,,,
5069.0,7.0,,,,,
5069.0,8.0,,,,,
5070.0,1.0,no,,,,
5070.0,2.0,no,,,,
5070.0,3.0,,,,,
5070.0,4.0,,,,,
5071.0,1.0,no,,,,
5071.0,2.0,no,,,,
5071.0,3.0,,,,,
5072.0,1.0,,,,,
5072.0,2.0,no,,,,
5073.0,1.0,no,,,,
5073.0,2.0,,,,,
5073.0,3.0,,,,,
5073.0,4.0,,,,,
5074.0,1.0,,,,,
5074.0,2.0,,,,,
5074.0,3.0,no,,,,
5074.0,7.0,no,,,,
5075.0,1.0,no,,,,
5075.0,2.0,no,,,,
5075.0,3.0,,,,,
5075.0,4.0,,,,,
5076.0,1.0,no,,,,
5076.0,2.0,no,,,,
5076.0,3.0,,,,,
5076.0,4.0,,,,,
5077.0,1.0,no,,,,
5077.0,2.0,,,,,
5077.0,3.0,,,,,
5078.0,1.0,no,,,,
5078.0,2.0,,,,,
5078.0,3.0,,,,,
5078.0,4.0,,,,,
5079.0,1.0,no,,,,
5079.0,2.0,,,,,
5080.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5080.0,2.0,,,,,
5081.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5081.0,2.0,,,,,
5082.0,1.0,no,,,,
5082.0,2.0,,,,,
5083.0,1.0,no,,,,
5083.0,2.0,,,,,
5083.0,3.0,,,,,
5084.0,1.0,,,,,
5084.0,2.0,,,,,
5085.0,1.0,no,,,,
5085.0,2.0,no,,,,
5085.0,3.0,no,,,,
5085.0,4.0,,,,,
5085.0,5.0,no,,,,
5085.0,6.0,,,,,
5085.0,7.0,,,,,
5085.0,8.0,,,,,
5086.0,1.0,no,,,,
5086.0,2.0,no,,,,
5086.0,3.0,no,,,,
5086.0,4.0,no,,,,
5086.0,5.0,no,,,,
5086.0,6.0,,,,,
5086.0,7.0,,,,,
5087.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5087.0,2.0,,,,,
5088.0,1.0,no,,,,
5088.0,2.0,no,,,,
5088.0,3.0,no,,,,
5088.0,4.0,,,,,
5088.0,5.0,,,,,
5088.0,6.0,,,,,
5089.0,1.0,no,,,,
5089.0,2.0,,,,,
5089.0,3.0,no,,,,
5089.0,4.0,,,,,
5089.0,5.0,,,,,
5090.0,1.0,,,,,
5090.0,2.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5091.0,1.0,no,,,,
5091.0,2.0,,,,,
5091.0,3.0,,,,,
5091.0,4.0,no,,,,
5091.0,5.0,no,,,,
5091.0,6.0,no,,,,
5091.0,7.0,,,,,
5091.0,8.0,no,,,,
5092.0,1.0,no,,,,
5092.0,2.0,si," profesionales, cientificos  e  intelectuales", administracion publica y defensa,como empleado de gobierno,
5093.0,1.0,no,,,,
5093.0,2.0,,,,,
5094.0,1.0,no,,,,
5094.0,2.0,,,,,
5094.0,3.0,,,,,
5095.0,1.0,si, trab. de los servicios y vend. de comercios y mercados," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,
5095.0,2.0,,,,,
5095.0,3.0,,,,,
5095.0,4.0,,,,,
5096.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
5096.0,2.0,,,,,
5096.0,3.0,no,,,,
5097.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
5097.0,2.0,,,,,
5098.0,1.0,no,,,,
5098.0,2.0,,,,,
5099.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
5099.0,2.0,no,,,,
5099.0,3.0,no,,,,
5099.0,4.0,,,,,
5100.0,1.0,no,,,,
5100.0,2.0,,,,,
5100.0,3.0,no,,,,
5100.0,4.0,no,,,,
5100.0,5.0,no,,,,
5101.0,1.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
5101.0,2.0,no,,,,
5101.0,3.0,,,,,
5101.0,4.0,,,,,
5101.0,5.0,,,,,
5102.0,1.0,no,,,,
5102.0,2.0,no,,,,
5102.0,3.0,,,,,
5102.0,4.0,,,,,
5103.0,1.0,no,,,,
5103.0,2.0,,,,,
5104.0,1.0,no,,,,
5104.0,2.0,no,,,,
5104.0,3.0,no,,,,
5104.0,4.0,,,,,
5104.0,5.0,no,,,,
5104.0,6.0,,,,,
5104.0,7.0,,,,,
5105.0,1.0,no,,,,
5105.0,2.0,no,,,,
5105.0,3.0,no,,,,
5105.0,4.0,,,,,
5105.0,5.0,,,,,
5105.0,6.0,,,,,
5106.0,1.0,si, operadores de instalaciones y maquinas y montadores, industria manufacturera,como empleado u obrero de una empresa privada,
5106.0,2.0,no,,,,
5106.0,3.0,,,,,
5106.0,4.0,,,,,
5106.0,5.0,,,,,
5106.0,6.0,,,,,
5106.0,7.0,,,,,si
5106.0,8.0,,,,,
5106.0,9.0,,,,,
5107.0,1.0,no,,,,
5107.0,2.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
5107.0,3.0,no,,,,
5107.0,4.0,no,,,,
5107.0,5.0,no,,,,
5107.0,6.0,,,,,
5107.0,7.0,,,,,
5107.0,8.0,si, operadores de instalaciones y maquinas y montadores, industria manufacturera,como empleado u obrero de una empresa privada,
5107.0,9.0,no,,,,
5108.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como ayudante o trabajador familiar sin remuneracion,
5108.0,2.0,si, trabajadores no calificados, comercio,como empleado u obrero de una empresa privada,
5108.0,3.0,no,,,,
5108.0,4.0,si, agricultores y trab. calificados agropecuarios y pesqueros, comercio,como jornalero o peon,
5108.0,5.0,,,,,
5108.0,6.0,,,,,
5109.0,1.0,si, operadores de instalaciones y maquinas y montadores, industria manufacturera,como empleado u obrero de una empresa privada,
5109.0,2.0,,,,,
5110.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como jornalero o peon,
5110.0,2.0,,,,,
5110.0,3.0,no,,,,
5110.0,4.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5110.0,5.0,no,,,,si
5110.0,6.0,,,,,
5110.0,7.0,,,,,si
5111.0,1.0,,,,,
5111.0,2.0,no,,,,
5111.0,3.0,no,,,,
5111.0,4.0,no,,,,
5111.0,5.0,,,,,
5111.0,6.0,,,,,
5111.0,7.0,,,,,
5111.0,10.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado de gobierno,
5111.0,11.0,no,,,,
5112.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5112.0,2.0,no,,,,
5112.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5112.0,4.0,no,,,,
5112.0,5.0,no,,,,
5112.0,6.0,,,,,
5113.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5113.0,2.0,,,,,
5113.0,3.0,no,,,,
5114.0,1.0,,,,,
5114.0,2.0,,,,,
5114.0,3.0,,,,,
5115.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
5115.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5115.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5116.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
5116.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5116.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5116.0,4.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5116.0,5.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5116.0,6.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5116.0,7.0,,,,,
5116.0,8.0,,,,,
5116.0,10.0,,,,,
5117.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
5117.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5117.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5117.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5117.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5117.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5117.0,7.0,,,,,
5118.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
5118.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5118.0,3.0,,,,,
5119.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
5119.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5119.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5119.0,4.0,,,,,
5120.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
5120.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5120.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5120.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5120.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5120.0,6.0,,,,,
5120.0,7.0,,,,,
5121.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
5121.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5122.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
5122.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5122.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5122.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5122.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5122.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5123.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
5123.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5123.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5124.0,1.0,no,,,,
5124.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5124.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5125.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
5125.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5125.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5125.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5125.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5126.0,1.0,no,,,,
5126.0,2.0,no,,,,
5126.0,3.0,,,,,
5127.0,1.0,no,,,,
5127.0,2.0,no,,,,
5127.0,3.0,no,,,,
5127.0,4.0,no,,,,
5127.0,5.0,,,,,
5128.0,1.0,,,,,
5129.0,1.0,no,,,,
5129.0,2.0,no,,,,
5129.0,3.0,,,,,
5129.0,4.0,,,,,
5129.0,5.0,,,,,
5130.0,1.0,no,,,,
5130.0,2.0,,,,,
5131.0,1.0,,,,,
5131.0,2.0,,,,,
5131.0,3.0,,,,,
5131.0,4.0,,,,,
5131.0,5.0,no,,,,
5131.0,6.0,no,,,,
5131.0,7.0,,,,,
5131.0,8.0,,,,,
5132.0,1.0,no,,,,
5132.0,2.0,no,,,,
5132.0,3.0,,,,,
5133.0,1.0,,,,,
5134.0,1.0,,,,,
5134.0,2.0,no,,,,
5134.0,3.0,,,,,
5134.0,4.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como dueÑo o patron de empresa o finca o como socio activo,
5134.0,5.0,,,,,
5134.0,6.0,,,,,
5135.0,1.0,,,,,
5135.0,2.0,no,,,,
5135.0,3.0,no,,,,
5136.0,1.0,no,,,,
5136.0,2.0,no,,,,
5137.0,1.0,no,,,,
5137.0,2.0,,,,,
5137.0,3.0,,,,,
5138.0,1.0,no,,,,
5138.0,2.0,,,,,
5138.0,3.0,,,,,
5138.0,4.0,,,,,
5138.0,5.0,,,,,
5138.0,6.0,,,,,
5139.0,1.0,no,,,,
5139.0,2.0,,,,,
5139.0,3.0,,,,,
5140.0,1.0,no,,,,
5140.0,2.0,,,,,
5140.0,3.0,no,,,,
5140.0,4.0,,,,,
5140.0,5.0,,,,,
5140.0,6.0,,,,,
5140.0,7.0,,,,,
5140.0,8.0,no,,,,
5141.0,1.0,no,,,,
5141.0,2.0,no,,,,
5141.0,3.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
5141.0,4.0,no,,,,
5141.0,5.0,,,,,
5142.0,1.0,no,,,,
5142.0,2.0,no,,,,
5143.0,1.0,no,,,,
5143.0,2.0,,,,,
5143.0,3.0,,,,,
5143.0,4.0,,,,,
5144.0,1.0,no,,,,
5144.0,2.0,no,,,,
5145.0,1.0,no,,,,
5146.0,1.0,no,,,,
5146.0,2.0,no,,,,
5146.0,3.0,,,,,
5147.0,1.0,no,,,,
5147.0,2.0,,,,,
5147.0,3.0,,,,,
5148.0,1.0,no,,,,
5148.0,2.0,no,,,,
5149.0,1.0,si, tecnicos y profesionales de nivel medio, servicios financieros,como dueÑo o patron de empresa o finca o como socio activo,
5149.0,2.0,,,,,
5150.0,1.0,no,,,,
5150.0,2.0,,,,,
5150.0,3.0,no,,,,
5150.0,4.0,no,,,,
5150.0,5.0,,,,,
5150.0,6.0,,,,,
5150.0,8.0,,,,,
5151.0,1.0,no,,,,
5151.0,2.0,no,,,,
5151.0,3.0,,,,,
5151.0,4.0,no,,,,
5152.0,1.0,no,,,,
5152.0,2.0,no,,,,
5153.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,
5153.0,2.0,,,,,
5153.0,3.0,no,,,,
5154.0,1.0,no,,,,
5154.0,2.0,,,,,
5154.0,3.0,,,,,
5154.0,4.0,no,,,,
5154.0,5.0,,,,,
5155.0,1.0,si, personal directivo de la admon publica y de las empresas, comercio,como empleado u obrero de una empresa privada,
5155.0,2.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado u obrero de una empresa privada,
5156.0,1.0,no,,,,
5156.0,2.0,no,,,,
5156.0,3.0,no,,,,
5157.0,1.0,no,,,,
5157.0,2.0,no,,,,
5157.0,3.0,,,,,
5158.0,1.0,no,,,,
5158.0,2.0,,,,,
5158.0,5.0,,,,,
5158.0,6.0,,,,,si
5158.0,7.0,,,,,
5159.0,1.0,si," profesionales, cientificos  e  intelectuales"," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
5159.0,2.0,,,,,
5159.0,3.0,no,,,,
5160.0,1.0,no,,,,
5161.0,1.0,,,,,
5162.0,1.0,no,,,,
5162.0,2.0,,,,,
5162.0,3.0,no,,,,
5163.0,1.0,no,,,,
5163.0,2.0,,,,,
5163.0,3.0,,,,,
5163.0,4.0,,,,,
5164.0,1.0,no,,,,
5164.0,2.0,no,,,,
5164.0,3.0,,,,,
5164.0,4.0,,,,,
5164.0,5.0,,,,,
5165.0,1.0,,,,,
5165.0,2.0,,,,,
5165.0,3.0,si, tecnicos y profesionales de nivel medio," servicios de salud, sociales y personales",como dueÑo o patron de empresa o finca o como socio activo,
5165.0,4.0,,,,,
5165.0,5.0,no,,,,
5165.0,6.0,no,,,,
5166.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,como empleado u obrero de una empresa privada,
5166.0,2.0,,,,,
5166.0,3.0,,,,,
5167.0,1.0,no,,,,
5167.0,2.0,no,,,,
5167.0,5.0,no,,,,
5168.0,1.0,si, trab. de los servicios y vend. de comercios y mercados," servicios de salud, sociales y personales",como empleado (a) domestico (a),
5168.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5169.0,1.0,no,,,,
5169.0,2.0,no,,,,
5169.0,3.0,no,,,,
5169.0,4.0,,,,,
5169.0,5.0,,,,,
5170.0,1.0,,,,,
5170.0,2.0,,,,,
5170.0,3.0,,,,,
5170.0,4.0,no,,,,
5170.0,5.0,no,,,,
5170.0,6.0,,,,,
5171.0,1.0,no,,,,
5171.0,2.0,,,,,
5171.0,3.0,no,,,,
5171.0,4.0,,,,,
5172.0,1.0,no,,,,
5172.0,2.0,,,,,
5173.0,1.0,si, empleados de oficina," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
